title,Fdc1 @ 350 K - multiple X-axis,,,,,,,,,,,,,
plot_type,multi-line,,,,,,,,,,,,,
x_label,Time (ns),,,,,,,,,,,,,
y_label,Secondary structure (%),,,,,,,,,,,,,
x_unit,ns,,,,,,,,,,,,,
y_unit,%,,,,,,,,,,,,,
color,#000000,,#FD5200,,#0000FF,,#FF8000,,#68D2FB,,#000080,#009F00,,#800080
label,None,,Parallel Beta-sheet,,Anti Beta-sheet,,3-10 helix,,Alpha helix,,Pi(3-14) helix,Turn,,Bend
axis_x,axis_y,axis_x,axis_y,axis_x,axis_y,axis_x,axis_y,axis_x,axis_y,axis_x,axis_y,axis_y,axis_x,axis_y
1.304,0.24162,1.304,0.07002,1.304,0.12327,1.304,0.03156,1.304,0.22485,1.304,0.00493,0.14793,1.304,0.15976
1.306,0.24556,1.306,0.05424,1.306,0.13609,1.306,0.02959,1.306,0.19921,1.306,0,0.1785,1.306,0.16075
1.308,0.24753,1.308,0.05819,1.308,0.13412,1.308,0.03156,1.308,0.20414,1.308,0,0.17751,1.308,0.15089
1.31,0.23866,1.31,0.06607,1.31,0.13314,1.31,0.04438,1.31,0.21203,1.31,0.00493,0.15385,1.31,0.15089
1.312,0.23866,1.312,0.0641,1.312,0.12919,1.312,0.03057,1.312,0.20217,1.312,0,0.17751,1.312,0.16174
1.314,0.24556,1.314,0.06805,1.314,0.12327,1.314,0.03057,1.314,0.21006,1.314,0.00493,0.16371,1.314,0.15779
1.316,0.24458,1.316,0.05819,1.316,0.13511,1.316,0.03353,1.316,0.22584,1.316,0,0.15286,1.316,0.15385
1.318,0.23767,1.318,0.06213,1.318,0.13215,1.318,0.03846,1.318,0.214,1.318,0,0.16075,1.318,0.15878
1.32,0.24162,1.32,0.05917,1.32,0.13511,1.32,0.03057,1.32,0.21203,1.32,0.00493,0.15582,1.32,0.16469
1.322,0.23471,1.322,0.05917,1.322,0.13609,1.322,0.03057,1.322,0.20907,1.322,0.00493,0.17061,1.322,0.15878
1.324,0.22781,1.324,0.06312,1.324,0.13708,1.324,0.0217,1.324,0.20513,1.324,0.00493,0.17653,1.324,0.16765
1.326,0.23866,1.326,0.06114,1.326,0.13116,1.326,0.04142,1.326,0.214,1.326,0.00493,0.15187,1.326,0.16075
1.328,0.24063,1.328,0.05917,1.328,0.13511,1.328,0.03353,1.328,0.21302,1.328,0.00493,0.16765,1.328,0.1499
1.33,0.23964,1.33,0.05523,1.33,0.13511,1.33,0.03649,1.33,0.21696,1.33,0,0.16075,1.33,0.15976
1.332,0.24359,1.332,0.0572,1.332,0.13314,1.332,0.02465,1.332,0.20414,1.332,0,0.18047,1.332,0.16075
1.334,0.24359,1.334,0.05523,1.334,0.13511,1.334,0.0355,1.334,0.2002,1.334,0.00493,0.17061,1.334,0.15878
1.336,0.2426,1.336,0.06312,1.336,0.13215,1.336,0.0286,1.336,0.21893,1.336,0.00493,0.15976,1.336,0.15385
1.338,0.2357,1.338,0.06114,1.338,0.13609,1.338,0.03649,1.338,0.21696,1.338,0,0.15187,1.338,0.16568
1.34,0.24359,1.34,0.05819,1.34,0.13215,1.34,0.02465,1.34,0.21006,1.34,0,0.1716,1.34,0.16371
1.342,0.24655,1.342,0.05523,1.342,0.13511,1.342,0.0355,1.342,0.19329,1.342,0,0.16864,1.342,0.16963
1.344,0.2426,1.344,0.05917,1.344,0.13314,1.344,0.03156,1.344,0.20611,1.344,0,0.17258,1.344,0.15878
1.346,0.24753,1.346,0.05128,1.346,0.13215,1.346,0.03649,1.346,0.20414,1.346,0,0.15878,1.346,0.17357
1.348,0.24655,1.348,0.05128,1.348,0.143,1.348,0.03156,1.348,0.21105,1.348,0,0.15878,1.348,0.16174
1.35,0.24458,1.35,0.06016,1.35,0.13116,1.35,0.0217,1.35,0.2002,1.35,0,0.18047,1.35,0.16568
1.352,0.23669,1.352,0.05917,1.352,0.13511,1.352,0.03156,1.352,0.20414,1.352,0,0.16371,1.352,0.17357
1.354,0.25148,1.354,0.05325,1.354,0.13018,1.354,0.03846,1.354,0.20414,1.354,0.00493,0.16371,1.354,0.15779
1.356,0.23964,1.356,0.05917,1.356,0.14004,1.356,0.03649,1.356,0.21203,1.356,0.00493,0.15286,1.356,0.15878
1.358,0.24951,1.358,0.06114,1.358,0.13116,1.358,0.02761,1.358,0.21795,1.358,0,0.16667,1.358,0.1499
1.36,0.23964,1.36,0.05917,1.36,0.13511,1.36,0.02564,1.36,0.21499,1.36,0.00493,0.16174,1.36,0.16272
1.362,0.2426,1.362,0.06312,1.362,0.12919,1.362,0.02465,1.362,0.19822,1.362,0.00493,0.17258,1.362,0.16864
1.364,0.23964,1.364,0.05917,1.364,0.13314,1.364,0.03353,1.364,0.19724,1.364,0.00493,0.16765,1.364,0.16864
1.366,0.24162,1.366,0.06509,1.366,0.13018,1.366,0.0286,1.366,0.19428,1.366,0.00493,0.18245,1.366,0.1568
1.368,0.24458,1.368,0.0572,1.368,0.13511,1.368,0.02761,1.368,0.20217,1.368,0.00493,0.16469,1.368,0.16765
1.37,0.25345,1.37,0.04931,1.37,0.13511,1.37,0.02959,1.37,0.20118,1.37,0,0.17949,1.37,0.15582
1.372,0.23866,1.372,0.0572,1.372,0.14201,1.372,0.03452,1.372,0.19724,1.372,0,0.1716,1.372,0.16272
1.374,0.24359,1.374,0.05621,1.374,0.13807,1.374,0.03452,1.374,0.20118,1.374,0,0.17456,1.374,0.15582
1.376,0.2426,1.376,0.0572,1.376,0.13807,1.376,0.04241,1.376,0.21598,1.376,0,0.14596,1.376,0.16174
1.378,0.2426,1.378,0.0572,1.378,0.13807,1.378,0.03452,1.378,0.19921,1.378,0.00592,0.17061,1.378,0.15582
1.38,0.24063,1.38,0.05325,1.38,0.13609,1.38,0.02761,1.38,0.2071,1.38,0,0.17554,1.38,0.16371
1.382,0.23669,1.382,0.05917,1.382,0.13511,1.382,0.03156,1.382,0.21499,1.382,0.00493,0.1499,1.382,0.1716
1.384,0.24458,1.384,0.05917,1.384,0.12919,1.384,0.03649,1.384,0.20611,1.384,0.00493,0.16371,1.384,0.15976
1.386,0.24556,1.386,0.05621,1.386,0.13018,1.386,0.02663,1.386,0.21302,1.386,0,0.16568,1.386,0.16667
1.388,0.24852,1.388,0.05917,1.388,0.13412,1.388,0.03452,1.388,0.2002,1.388,0,0.17456,1.388,0.15286
1.39,0.24359,1.39,0.05917,1.39,0.13412,1.39,0.04438,1.39,0.21302,1.39,0.00493,0.14892,1.39,0.15582
1.392,0.23767,1.392,0.05523,1.392,0.13609,1.392,0.0286,1.392,0.21992,1.392,0.00493,0.15582,1.392,0.16568
1.394,0.24556,1.394,0.0641,1.394,0.13116,1.394,0.03156,1.394,0.21499,1.394,0,0.16469,1.394,0.15187
1.396,0.24458,1.396,0.06114,1.396,0.13215,1.396,0.03353,1.396,0.21006,1.396,0.00493,0.16075,1.396,0.1568
1.398,0.24359,1.398,0.05621,1.398,0.13511,1.398,0.02367,1.398,0.20611,1.398,0,0.1785,1.398,0.16075
1.4,0.23669,1.4,0.06213,1.4,0.13018,1.4,0.02959,1.4,0.19822,1.4,0.00493,0.16963,1.4,0.17258
1.402,0.24753,1.402,0.06312,1.402,0.13018,1.402,0.03057,1.402,0.20118,1.402,0.00493,0.16075,1.402,0.16568
1.404,0.24162,1.404,0.06114,1.404,0.13511,1.404,0.03057,1.404,0.19921,1.404,0.00493,0.16963,1.404,0.16174
1.406,0.24951,1.406,0.06509,1.406,0.12623,1.406,0.02071,1.406,0.21499,1.406,0.00493,0.15582,1.406,0.16667
1.408,0.25148,1.408,0.05523,1.408,0.12919,1.408,0.03353,1.408,0.21893,1.408,0.00493,0.14497,1.408,0.16568
1.41,0.23767,1.41,0.0572,1.41,0.13807,1.41,0.03353,1.41,0.214,1.41,0.00493,0.15483,1.41,0.16371
1.412,0.23669,1.412,0.06607,1.412,0.13314,1.412,0.03846,1.412,0.20513,1.412,0.00493,0.15779,1.412,0.16174
1.414,0.23471,1.414,0.06312,1.414,0.13116,1.414,0.03748,1.414,0.22091,1.414,0.00493,0.13708,1.414,0.17456
1.416,0.23964,1.416,0.0572,1.416,0.13511,1.416,0.01972,1.416,0.20907,1.416,0.00493,0.16667,1.416,0.1716
1.418,0.24655,1.418,0.05424,1.418,0.13215,1.418,0.02268,1.418,0.20611,1.418,0.00493,0.16371,1.418,0.17357
1.42,0.24852,1.42,0.0572,1.42,0.13018,1.42,0.0286,1.42,0.21598,1.42,0.00493,0.16174,1.42,0.1568
1.422,0.24359,1.422,0.06213,1.422,0.13511,1.422,0.03649,1.422,0.21302,1.422,0,0.15286,1.422,0.16075
1.424,0.23373,1.424,0.06509,1.424,0.13412,1.424,0.02761,1.424,0.21203,1.424,0.00493,0.15976,1.424,0.16667
1.426,0.24063,1.426,0.06016,1.426,0.12919,1.426,0.02761,1.426,0.21696,1.426,0,0.15483,1.426,0.17456
1.428,0.2426,1.428,0.05917,1.428,0.13018,1.428,0.03945,1.428,0.21302,1.428,0.00493,0.15286,1.428,0.16174
1.43,0.2357,1.43,0.06114,1.43,0.13511,1.43,0.03254,1.43,0.20907,1.43,0.00493,0.16272,1.43,0.16272
1.432,0.24753,1.432,0.06509,1.432,0.12722,1.432,0.02959,1.432,0.2002,1.432,0.00493,0.17258,1.432,0.1568
1.434,0.23866,1.434,0.06312,1.434,0.13116,1.434,0.0286,1.434,0.21598,1.434,0,0.16174,1.434,0.16469
1.436,0.24655,1.436,0.06016,1.436,0.12919,1.436,0.02959,1.436,0.22189,1.436,0,0.1568,1.436,0.15976
1.438,0.22781,1.438,0.06312,1.438,0.13412,1.438,0.02663,1.438,0.22189,1.438,0,0.16765,1.438,0.16272
1.44,0.24162,1.44,0.06312,1.44,0.12722,1.44,0.02465,1.44,0.21105,1.44,0.00493,0.17456,1.44,0.1568
1.442,0.23964,1.442,0.06509,1.442,0.12919,1.442,0.03254,1.442,0.21203,1.442,0,0.17258,1.442,0.15286
1.444,0.24655,1.444,0.06114,1.444,0.12623,1.444,0.02071,1.444,0.21203,1.444,0,0.17258,1.444,0.16469
1.446,0.25148,1.446,0.05917,1.446,0.12229,1.446,0.03846,1.446,0.20611,1.446,0.00592,0.16174,1.446,0.15878
1.448,0.24753,1.448,0.05523,1.448,0.13215,1.448,0.04043,1.448,0.20809,1.448,0,0.16469,1.448,0.15582
1.45,0.23964,1.45,0.0641,1.45,0.13018,1.45,0.03254,1.45,0.22781,1.45,0.00493,0.14103,1.45,0.16371
1.452,0.24951,1.452,0.05917,1.452,0.12722,1.452,0.03254,1.452,0.20513,1.452,0.00493,0.16963,1.452,0.15582
1.454,0.24063,1.454,0.06706,1.454,0.13215,1.454,0.02663,1.454,0.19527,1.454,0.00493,0.17554,1.454,0.16174
1.456,0.2426,1.456,0.06312,1.456,0.13314,1.456,0.02663,1.456,0.20611,1.456,0.00986,0.16371,1.456,0.15878
1.458,0.23866,1.458,0.06312,1.458,0.13018,1.458,0.03748,1.458,0.2002,1.458,0.00493,0.17554,1.458,0.15385
1.46,0.23866,1.46,0.06114,1.46,0.12722,1.46,0.02071,1.46,0.21696,1.46,0.00493,0.17061,1.46,0.16371
1.462,0.23669,1.462,0.06016,1.462,0.13609,1.462,0.03649,1.462,0.22189,1.462,0.00493,0.14497,1.462,0.16272
1.464,0.23373,1.464,0.06509,1.464,0.13116,1.464,0.03748,1.464,0.20414,1.464,0.00493,0.15976,1.464,0.16765
1.466,0.23866,1.466,0.06312,1.466,0.13018,1.466,0.02959,1.466,0.21795,1.466,0,0.1716,1.466,0.15286
1.468,0.24556,1.468,0.06016,1.468,0.13018,1.468,0.03846,1.468,0.19625,1.468,0.00493,0.17357,1.468,0.15483
1.47,0.24556,1.47,0.0572,1.47,0.13018,1.47,0.04043,1.47,0.21696,1.47,0.00986,0.14398,1.47,0.15976
1.472,0.23964,1.472,0.06509,1.472,0.13314,1.472,0.04043,1.472,0.21499,1.472,0,0.15483,1.472,0.15582
1.474,0.22781,1.474,0.06805,1.474,0.13412,1.474,0.02367,1.474,0.21598,1.474,0.00493,0.16272,1.474,0.16667
1.476,0.24951,1.476,0.05917,1.476,0.12919,1.476,0.03353,1.476,0.20414,1.476,0.00493,0.17456,1.476,0.14892
1.478,0.23767,1.478,0.06312,1.478,0.13215,1.478,0.0286,1.478,0.20414,1.478,0,0.17456,1.478,0.16371
1.48,0.24556,1.48,0.06114,1.48,0.13018,1.48,0.03748,1.48,0.21499,1.48,0.00493,0.1568,1.48,0.15286
1.482,0.22781,1.482,0.06114,1.482,0.14103,1.482,0.03649,1.482,0.20611,1.482,0,0.16667,1.482,0.16469
1.484,0.23274,1.484,0.06903,1.484,0.13511,1.484,0.02268,1.484,0.22387,1.484,0.00493,0.16371,1.484,0.15187
1.486,0.23077,1.486,0.06016,1.486,0.13215,1.486,0.04043,1.486,0.22189,1.486,0,0.15779,1.486,0.16075
1.488,0.25641,1.488,0.05523,1.488,0.13018,1.488,0.02663,1.488,0.20513,1.488,0,0.16864,1.488,0.16174
1.49,0.23964,1.49,0.06114,1.49,0.13116,1.49,0.03649,1.49,0.20414,1.49,0.00493,0.17554,1.49,0.15089
1.492,0.23373,1.492,0.06114,1.492,0.13511,1.492,0.03748,1.492,0.21203,1.492,0,0.16174,1.492,0.16272
1.494,0.23767,1.494,0.06114,1.494,0.13412,1.494,0.03846,1.494,0.20217,1.494,0.00986,0.15878,1.494,0.16174
1.496,0.24458,1.496,0.0641,1.496,0.13609,1.496,0.04043,1.496,0.20217,1.496,0,0.17061,1.496,0.14596
1.498,0.24063,1.498,0.06114,1.498,0.13708,1.498,0.0355,1.498,0.21893,1.498,0,0.1568,1.498,0.15385
1.5,0.24753,1.5,0.05621,1.5,0.13116,1.5,0.0286,1.5,0.20907,1.5,0,0.17061,1.5,0.16075
1.502,0.25345,1.502,0.05128,1.502,0.13116,1.502,0.03057,1.502,0.21598,1.502,0.00493,0.15976,1.502,0.1568
1.504,0.23964,1.504,0.05917,1.504,0.13511,1.504,0.02564,1.504,0.21992,1.504,0,0.16765,1.504,0.1568
1.506,0.24458,1.506,0.05917,1.506,0.13018,1.506,0.03748,1.506,0.21203,1.506,0,0.16469,1.506,0.15582
1.508,0.23866,1.508,0.05917,1.508,0.13511,1.508,0.0355,1.508,0.214,1.508,0.00493,0.15976,1.508,0.1568
1.51,0.23669,1.51,0.05128,1.51,0.13412,1.51,0.03945,1.51,0.20611,1.51,0.00493,0.15878,1.51,0.17258
1.512,0.2357,1.512,0.06805,1.512,0.13018,1.512,0.03353,1.512,0.20217,1.512,0.00493,0.17456,1.512,0.15483
1.514,0.25148,1.514,0.06114,1.514,0.12032,1.514,0.03452,1.514,0.20809,1.514,0.00493,0.15878,1.514,0.16469
1.516,0.24162,1.516,0.05523,1.516,0.13511,1.516,0.03156,1.516,0.21598,1.516,0,0.16469,1.516,0.15976
1.518,0.24063,1.518,0.06509,1.518,0.13215,1.518,0.03353,1.518,0.20316,1.518,0,0.1716,1.518,0.15779
1.52,0.23274,1.52,0.0572,1.52,0.13905,1.52,0.03846,1.52,0.21499,1.52,0.00493,0.15089,1.52,0.16568
1.522,0.2357,1.522,0.06312,1.522,0.13511,1.522,0.03254,1.522,0.20809,1.522,0.00493,0.16667,1.522,0.15779
1.524,0.23767,1.524,0.0641,1.524,0.13511,1.524,0.02367,1.524,0.21598,1.524,0.00493,0.16272,1.524,0.15976
1.526,0.2426,1.526,0.05917,1.526,0.13511,1.526,0.03452,1.526,0.19625,1.526,0.00493,0.17258,1.526,0.15878
1.528,0.23964,1.528,0.0572,1.528,0.13511,1.528,0.02663,1.528,0.214,1.528,0.00493,0.16174,1.528,0.16469
1.53,0.2357,1.53,0.05917,1.53,0.13412,1.53,0.01775,1.53,0.21203,1.53,0.00493,0.17554,1.53,0.16469
1.532,0.2426,1.532,0.0572,1.532,0.14004,1.532,0.04043,1.532,0.20513,1.532,0,0.16272,1.532,0.15582
1.534,0.23077,1.534,0.06114,1.534,0.13412,1.534,0.04241,1.534,0.21006,1.534,0.00493,0.16469,1.534,0.15582
1.536,0.23866,1.536,0.0572,1.536,0.13708,1.536,0.03254,1.536,0.21006,1.536,0.00493,0.16174,1.536,0.16174
1.538,0.24063,1.538,0.05819,1.538,0.13116,1.538,0.04043,1.538,0.21893,1.538,0,0.15779,1.538,0.1568
1.54,0.24556,1.54,0.06213,1.54,0.12525,1.54,0.04043,1.54,0.20809,1.54,0,0.17258,1.54,0.1499
1.542,0.23274,1.542,0.05819,1.542,0.13412,1.542,0.02761,1.542,0.21105,1.542,0.00493,0.16765,1.542,0.16765
1.544,0.24162,1.544,0.06114,1.544,0.13116,1.544,0.04536,1.544,0.21006,1.544,0.00493,0.15286,1.544,0.1568
1.546,0.24063,1.546,0.06114,1.546,0.13609,1.546,0.0355,1.546,0.21499,1.546,0.00986,0.15385,1.546,0.15187
1.548,0.2357,1.548,0.06509,1.548,0.13807,1.548,0.03353,1.548,0.20513,1.548,0.00493,0.15779,1.548,0.16371
1.55,0.23471,1.55,0.06114,1.55,0.13412,1.55,0.04142,1.55,0.21105,1.55,0,0.16568,1.55,0.15582
1.552,0.23964,1.552,0.06213,1.552,0.13018,1.552,0.03353,1.552,0.21006,1.552,0.00493,0.16174,1.552,0.16174
1.554,0.23274,1.554,0.06312,1.554,0.13511,1.554,0.0286,1.554,0.21203,1.554,0.00493,0.1716,1.554,0.15582
1.556,0.24556,1.556,0.05819,1.556,0.12919,1.556,0.03945,1.556,0.19921,1.556,0.00493,0.17258,1.556,0.15483
1.558,0.23176,1.558,0.05523,1.558,0.14694,1.558,0.02959,1.558,0.20414,1.558,0,0.17258,1.558,0.16371
1.56,0.24063,1.56,0.05325,1.56,0.13412,1.56,0.03353,1.56,0.214,1.56,0,0.17258,1.56,0.15582
1.562,0.23767,1.562,0.06114,1.562,0.13314,1.562,0.02465,1.562,0.21992,1.562,0.00493,0.16371,1.562,0.15878
1.564,0.23176,1.564,0.06509,1.564,0.13412,1.564,0.02959,1.564,0.20118,1.564,0,0.18245,1.564,0.15976
1.566,0.2357,1.566,0.05523,1.566,0.13905,1.566,0.02564,1.566,0.22288,1.566,0,0.16765,1.566,0.15779
1.568,0.23767,1.568,0.06213,1.568,0.13116,1.568,0.03156,1.568,0.22091,1.568,0,0.16371,1.568,0.1568
1.57,0.24063,1.57,0.06114,1.57,0.13708,1.57,0.02959,1.57,0.21105,1.57,0,0.17751,1.57,0.14694
1.572,0.24458,1.572,0.05917,1.572,0.13116,1.572,0.02071,1.572,0.20907,1.572,0,0.18146,1.572,0.15779
1.574,0.23471,1.574,0.06312,1.574,0.13708,1.574,0.03057,1.574,0.21105,1.574,0.00493,0.16174,1.574,0.16075
1.576,0.23274,1.576,0.06312,1.576,0.13215,1.576,0.03353,1.576,0.20611,1.576,0,0.17456,1.576,0.16174
1.578,0.24458,1.578,0.06114,1.578,0.12919,1.578,0.0355,1.578,0.19921,1.578,0,0.17949,1.578,0.15483
1.58,0.24063,1.58,0.06312,1.58,0.13314,1.58,0.02761,1.58,0.20611,1.58,0,0.18343,1.58,0.1499
1.582,0.23274,1.582,0.06114,1.582,0.13511,1.582,0.02367,1.582,0.21598,1.582,0,0.17357,1.582,0.16174
1.584,0.24162,1.584,0.06509,1.584,0.13215,1.584,0.02663,1.584,0.20217,1.584,0,0.1785,1.584,0.15779
1.586,0.22978,1.586,0.06114,1.586,0.14004,1.586,0.04043,1.586,0.21105,1.586,0.00986,0.14892,1.586,0.16272
1.588,0.24458,1.588,0.05325,1.588,0.14103,1.588,0.0355,1.588,0.20907,1.588,0.00493,0.16469,1.588,0.15089
1.59,0.23373,1.59,0.06312,1.59,0.13511,1.59,0.03748,1.59,0.214,1.59,0.00493,0.16075,1.59,0.15483
1.592,0.23373,1.592,0.06312,1.592,0.13609,1.592,0.02465,1.592,0.21203,1.592,0.00493,0.16174,1.592,0.16765
1.594,0.23866,1.594,0.05819,1.594,0.13511,1.594,0.04241,1.594,0.20414,1.594,0,0.16864,1.594,0.1568
1.596,0.2426,1.596,0.0572,1.596,0.13708,1.596,0.02663,1.596,0.20513,1.596,0,0.17456,1.596,0.16075
1.598,0.23471,1.598,0.06706,1.598,0.13314,1.598,0.02959,1.598,0.21006,1.598,0,0.16568,1.598,0.16371
1.6,0.24753,1.6,0.05128,1.6,0.13412,1.6,0.03156,1.6,0.21203,1.6,0,0.16568,1.6,0.16174
1.602,0.24359,1.602,0.05325,1.602,0.13708,1.602,0.03057,1.602,0.22584,1.602,0,0.14892,1.602,0.16469
1.604,0.23866,1.604,0.05227,1.604,0.13905,1.604,0.02761,1.604,0.21598,1.604,0.00493,0.16272,1.604,0.16272
1.606,0.24556,1.606,0.05819,1.606,0.13807,1.606,0.03452,1.606,0.21203,1.606,0,0.15976,1.606,0.15582
1.608,0.23866,1.608,0.05917,1.608,0.13609,1.608,0.03945,1.608,0.21302,1.608,0.00493,0.15483,1.608,0.15779
1.61,0.23373,1.61,0.06016,1.61,0.12919,1.61,0.04734,1.61,0.20809,1.61,0,0.14596,1.61,0.17949
1.612,0.23866,1.612,0.05325,1.612,0.13511,1.612,0.03846,1.612,0.21992,1.612,0,0.14793,1.612,0.17061
1.614,0.25641,1.614,0.05128,1.614,0.13215,1.614,0.02465,1.614,0.21795,1.614,0.00493,0.16075,1.614,0.15582
1.616,0.25838,1.616,0.05424,1.616,0.12623,1.616,0.03846,1.616,0.20907,1.616,0.00493,0.15582,1.616,0.1568
1.618,0.23471,1.618,0.0572,1.618,0.14398,1.618,0.03057,1.618,0.21499,1.618,0.00493,0.1568,1.618,0.16075
1.62,0.24556,1.62,0.05819,1.62,0.13018,1.62,0.02959,1.62,0.21105,1.62,0.00493,0.17456,1.62,0.1499
1.622,0.25049,1.622,0.0572,1.622,0.12525,1.622,0.03452,1.622,0.214,1.622,0.00493,0.15582,1.622,0.16174
1.624,0.24655,1.624,0.05621,1.624,0.12919,1.624,0.02367,1.624,0.21598,1.624,0,0.16568,1.624,0.16667
1.626,0.23669,1.626,0.06016,1.626,0.13807,1.626,0.02959,1.626,0.22781,1.626,0.00493,0.14398,1.626,0.16272
1.628,0.23767,1.628,0.05621,1.628,0.12821,1.628,0.03452,1.628,0.2071,1.628,0.00493,0.17258,1.628,0.16272
1.63,0.2357,1.63,0.0641,1.63,0.13116,1.63,0.03156,1.63,0.22288,1.63,0.00493,0.15582,1.63,0.15779
1.632,0.23471,1.632,0.06213,1.632,0.13314,1.632,0.0286,1.632,0.21499,1.632,0.00493,0.15779,1.632,0.16765
1.634,0.23669,1.634,0.0641,1.634,0.13116,1.634,0.03254,1.634,0.21499,1.634,0.00493,0.15779,1.634,0.16174
1.636,0.24359,1.636,0.05424,1.636,0.13215,1.636,0.03846,1.636,0.21302,1.636,0,0.16469,1.636,0.15779
1.638,0.2426,1.638,0.06213,1.638,0.13215,1.638,0.03254,1.638,0.20513,1.638,0.00493,0.16174,1.638,0.16272
1.64,0.24556,1.64,0.05819,1.64,0.13412,1.64,0.03353,1.64,0.2071,1.64,0,0.16272,1.64,0.16272
1.642,0.24162,1.642,0.0641,1.642,0.12821,1.642,0.02465,1.642,0.21893,1.642,0,0.16568,1.642,0.16075
1.644,0.24063,1.644,0.06016,1.644,0.13412,1.644,0.03156,1.644,0.21992,1.644,0.00493,0.15089,1.644,0.16174
1.646,0.24063,1.646,0.05621,1.646,0.13412,1.646,0.03353,1.646,0.22189,1.646,0,0.15483,1.646,0.16272
1.648,0.23767,1.648,0.05621,1.648,0.14103,1.648,0.0286,1.648,0.214,1.648,0.00493,0.16765,1.648,0.15385
1.65,0.23866,1.65,0.06312,1.65,0.13708,1.65,0.02663,1.65,0.214,1.65,0.00493,0.16371,1.65,0.15582
1.652,0.2426,1.652,0.06114,1.652,0.13412,1.652,0.03353,1.652,0.22485,1.652,0,0.15286,1.652,0.15483
1.654,0.23373,1.654,0.06213,1.654,0.13905,1.654,0.03649,1.654,0.21006,1.654,0.00493,0.15385,1.654,0.16371
1.656,0.24162,1.656,0.05917,1.656,0.12919,1.656,0.02761,1.656,0.20809,1.656,0,0.16963,1.656,0.16864
1.658,0.24359,1.658,0.05523,1.658,0.13905,1.658,0.02761,1.658,0.20907,1.658,0.00493,0.16568,1.658,0.15878
1.66,0.24063,1.66,0.05621,1.66,0.13314,1.66,0.03649,1.66,0.21302,1.66,0,0.16174,1.66,0.16272
1.662,0.2357,1.662,0.06607,1.662,0.13018,1.662,0.02465,1.662,0.20513,1.662,0,0.17456,1.662,0.16765
1.664,0.25049,1.664,0.05128,1.664,0.13609,1.664,0.02663,1.664,0.21893,1.664,0.00493,0.15582,1.664,0.15976
1.666,0.2426,1.666,0.05819,1.666,0.13412,1.666,0.03353,1.666,0.2071,1.666,0.00493,0.16272,1.666,0.16075
1.668,0.24753,1.668,0.06016,1.668,0.12919,1.668,0.03748,1.668,0.2002,1.668,0.00493,0.16272,1.668,0.16174
1.67,0.25148,1.67,0.05227,1.67,0.13215,1.67,0.01874,1.67,0.21499,1.67,0.00493,0.16272,1.67,0.16667
1.672,0.23077,1.672,0.05917,1.672,0.14004,1.672,0.03649,1.672,0.21992,1.672,0.00493,0.15089,1.672,0.16174
1.674,0.24852,1.674,0.05917,1.674,0.12426,1.674,0.02663,1.674,0.21203,1.674,0.00493,0.16174,1.674,0.16667
1.676,0.24951,1.676,0.05424,1.676,0.13708,1.676,0.02465,1.676,0.21795,1.676,0.00493,0.16075,1.676,0.15483
1.678,0.23964,1.678,0.06114,1.678,0.13215,1.678,0.03945,1.678,0.20611,1.678,0.00493,0.15878,1.678,0.16174
1.68,0.24359,1.68,0.06016,1.68,0.13018,1.68,0.02564,1.68,0.21893,1.68,0.00493,0.15878,1.68,0.16174
1.682,0.23866,1.682,0.06114,1.682,0.13314,1.682,0.03846,1.682,0.21302,1.682,0.00493,0.15089,1.682,0.16371
1.684,0.25247,1.684,0.05424,1.684,0.12919,1.684,0.03254,1.684,0.20513,1.684,0,0.16765,1.684,0.16272
1.686,0.24063,1.686,0.0572,1.686,0.13708,1.686,0.03057,1.686,0.21006,1.686,0,0.16765,1.686,0.16075
1.688,0.24063,1.688,0.0503,1.688,0.14004,1.688,0.03254,1.688,0.19921,1.688,0.00986,0.16864,1.688,0.16272
1.69,0.24951,1.69,0.05621,1.69,0.13215,1.69,0.04043,1.69,0.21105,1.69,0,0.15582,1.69,0.15878
1.692,0.24458,1.692,0.05621,1.692,0.13018,1.692,0.03452,1.692,0.21499,1.692,0.00493,0.16272,1.692,0.15582
1.694,0.2426,1.694,0.05819,1.694,0.13412,1.694,0.03945,1.694,0.21893,1.694,0,0.1499,1.694,0.16075
1.696,0.2426,1.696,0.06114,1.696,0.13314,1.696,0.0355,1.696,0.21696,1.696,0.00493,0.143,1.696,0.16667
1.698,0.24162,1.698,0.05621,1.698,0.13609,1.698,0.02465,1.698,0.21598,1.698,0.00493,0.16765,1.698,0.1568
1.7,0.24063,1.7,0.05621,1.7,0.13511,1.7,0.02465,1.7,0.21598,1.7,0,0.17258,1.7,0.15878
1.702,0.23077,1.702,0.06509,1.702,0.13412,1.702,0.0286,1.702,0.22682,1.702,0,0.1568,1.702,0.16174
1.704,0.22978,1.704,0.05621,1.704,0.13905,1.704,0.02367,1.704,0.21696,1.704,0.00493,0.17258,1.704,0.16075
1.706,0.24359,1.706,0.05621,1.706,0.13314,1.706,0.04339,1.706,0.2071,1.706,0.00493,0.15483,1.706,0.16075
1.708,0.23964,1.708,0.05819,1.708,0.13412,1.708,0.03353,1.708,0.19921,1.708,0,0.18245,1.708,0.1568
1.71,0.24753,1.71,0.05325,1.71,0.13807,1.71,0.04142,1.71,0.20414,1.71,0.00493,0.15582,1.71,0.15878
